player,team,location,opponent,outcome,mp,fgm,fga,fgpercent,threepfgmade,threepattempted,threepointpercent,ft,fta,ftpercent,oreb,dreb,trb,ast,stl,blk,tov,pf,pts,plusminus,gmsc,date,type,season,game_ts_percent,season_ts_percent,season_avg_ppg,games_played,salary
Lauri Markkanen,CLE,A,DEN,W,27:29,4,12,0.333,2,8,0.25,2,2,1.000,0,4,4,2,4,1,1,1,12,10,11.1,2021-10-25T00:00:00Z,Regular Season,2022,0.466,0.417,11.8,4,15690909
Lauri Markkanen,CLE,H,ATL,W,31:42,3,15,0.2,1,6,0.167,5,6,.833,3,5,8,2,2,2,0,0,12,-4,10.7,2021-10-23T00:00:00Z,Regular Season,2022,0.34,0.417,11.8,4,15690909
Lauri Markkanen,CLE,H,CHA,L,34:24,5,11,0.455,2,5,0.4,1,2,.500,1,4,5,2,0,0,0,1,13,-9,9.8,2021-10-22T00:00:00Z,Regular Season,2022,0.547,0.417,11.8,4,15690909
Lauri Markkanen,CLE,A,MEM,L,31:28,4,14,0.286,2,7,0.286,0,0,,2,7,9,2,1,0,1,0,10,-4,6.7,2021-10-20T00:00:00Z,Regular Season,2022,0.357,0.417,11.8,4,15690909
Wayne Selden,NYK,A,ORL,W,0:58,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,-2,0,2021-10-22T00:00:00Z,Regular Season,2022,NA,NA,0,1,1729217
Cody Zeller,POR,A,LAC,L,13:03,2,4,0.5,0,0,NA,4,6,.667,0,3,3,0,1,0,1,1,8,-4,5.7,2021-10-25T00:00:00Z,Regular Season,2022,0.602,0.672,6,3,2389641
Cody Zeller,POR,H,PHX,W,12:54,2,2,1,0,0,NA,1,2,.500,0,4,4,1,0,0,0,4,5,-6,4.3,2021-10-23T00:00:00Z,Regular Season,2022,0.868,0.672,6,3,2389641
Cody Zeller,POR,H,SAC,L,19:08,2,3,0.667,0,0,NA,1,2,.500,2,4,6,1,1,1,0,1,5,1,7.9,2021-10-20T00:00:00Z,Regular Season,2022,0.644,0.672,6,3,2389641
Devin Vassell,SAS,H,MIL,L,19:06,2,6,0.333,0,4,0,0,0,,2,1,3,0,1,0,2,3,4,-7,0.1,2021-10-23T00:00:00Z,Regular Season,2022,0.333,0.56,9.7,3,4235160
Devin Vassell,SAS,A,DEN,L,20:13,2,7,0.286,1,3,0.333,1,2,.500,1,3,4,1,2,0,0,1,6,-22,5.4,2021-10-22T00:00:00Z,Regular Season,2022,0.381,0.56,9.7,3,4235160
Devin Vassell,SAS,H,ORL,W,25:07,8,12,0.667,3,4,0.75,0,0,,0,2,2,5,2,0,0,2,19,24,19.1,2021-10-20T00:00:00Z,Regular Season,2022,0.792,0.56,9.7,3,4235160
DeAndre' Bembry,BKN,H,WAS,W,18:01,3,5,0.6,0,0,NA,1,1,1.000,1,2,3,1,2,1,1,2,7,4,7.6,2021-10-25T00:00:00Z,Regular Season,2022,0.643,0.643,2.3,3,1939350
DeAndre' Bembry,BKN,H,CHA,L,1:29,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,-2,0,2021-10-24T00:00:00Z,Regular Season,2022,NA,0.643,2.3,3,1939350
DeAndre' Bembry,BKN,A,MIL,L,3:45,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,-9,0,2021-10-19T00:00:00Z,Regular Season,2022,NA,0.643,2.3,3,1939350
Max Strus,MIA,H,ORL,W,19:39,2,6,0.333,1,4,0.25,0,0,,0,1,1,1,0,0,0,2,5,12,1.8,2021-10-25T00:00:00Z,Regular Season,2022,0.417,0.519,5,3,1669178
Max Strus,MIA,A,IND,L,16:38,2,4,0.5,1,3,0.333,0,0,,1,3,4,0,0,0,0,1,5,-3,4.2,2021-10-23T00:00:00Z,Regular Season,2022,0.625,0.519,5,3,1669178
Max Strus,MIA,H,MIL,W,18:07,2,4,0.5,1,3,0.333,0,1,.000,0,2,2,1,0,1,0,1,5,6,4.2,2021-10-21T00:00:00Z,Regular Season,2022,0.563,0.519,5,3,1669178
Cameron Johnson,PHX,A,POR,L,14:33,2,4,0.5,1,3,0.333,0,0,,0,1,1,1,0,0,0,1,5,-15,3.6,2021-10-23T00:00:00Z,Regular Season,2022,0.625,0.545,8,3,4437000
Cameron Johnson,PHX,A,LAL,W,18:51,3,8,0.375,2,5,0.4,0,0,,0,2,2,3,1,0,0,2,8,7,6.5,2021-10-22T00:00:00Z,Regular Season,2022,0.5,0.545,8,3,4437000
Cameron Johnson,PHX,H,DEN,L,23:54,4,10,0.4,3,5,0.6,0,0,,1,1,2,1,1,0,1,1,11,-5,6.9,2021-10-20T00:00:00Z,Regular Season,2022,0.55,0.545,8,3,4437000
Brook Lopez,MIL,H,BKN,W,28:10,3,9,0.333,2,4,0.5,0,0,,2,3,5,0,1,3,0,3,8,0,7.1,2021-10-19T00:00:00Z,Regular Season,2022,0.444,0.444,8,1,13302325
Precious Achiuwa,TOR,H,CHI,L,28:39,4,12,0.333,1,2,0.5,2,4,.500,2,9,11,2,0,0,2,2,11,-7,6.1,2021-10-25T00:00:00Z,Regular Season,2022,0.4,0.448,10.5,4,2711280
Precious Achiuwa,TOR,H,DAL,L,33:21,4,9,0.444,0,1,0,2,3,.667,3,9,12,3,0,0,1,3,10,3,9.6,2021-10-23T00:00:00Z,Regular Season,2022,0.484,0.448,10.5,4,2711280
Precious Achiuwa,TOR,A,BOS,W,24:50,6,13,0.462,1,2,0.5,2,2,1.000,3,12,15,0,2,0,0,0,15,16,16,2021-10-22T00:00:00Z,Regular Season,2022,0.54,0.448,10.5,4,2711280
Precious Achiuwa,TOR,H,WAS,L,18:30,3,8,0.375,0,0,NA,0,2,.000,3,4,7,2,1,0,1,4,6,-6,3.9,2021-10-20T00:00:00Z,Regular Season,2022,0.338,0.448,10.5,4,2711280
Nickeil Alexander-Walker,NOP,A,MIN,W,29:55,6,16,0.375,2,9,0.222,3,3,1.000,1,6,7,3,1,0,1,1,17,11,12.4,2021-10-25T00:00:00Z,Regular Season,2022,0.491,0.5,17.3,4,3261480
Nickeil Alexander-Walker,NOP,A,MIN,L,35:32,6,24,0.25,2,13,0.154,0,0,,6,8,14,2,2,0,5,1,14,-5,4.2,2021-10-23T00:00:00Z,Regular Season,2022,0.292,0.5,17.3,4,3261480
Nickeil Alexander-Walker,NOP,A,CHI,L,32:21,4,9,0.444,3,6,0.5,4,4,1.000,2,3,5,1,4,2,3,2,15,1,14.9,2021-10-22T00:00:00Z,Regular Season,2022,0.697,0.5,17.3,4,3261480
Nickeil Alexander-Walker,NOP,H,PHI,L,34:00,9,16,0.563,4,8,0.5,1,2,.500,0,5,5,1,1,1,1,2,23,-19,17.1,2021-10-20T00:00:00Z,Regular Season,2022,0.681,0.5,17.3,4,3261480
Doug McDermott,SAS,H,MIL,L,32:27,9,13,0.692,7,11,0.636,0,0,,0,4,4,2,0,0,0,0,25,-8,22.1,2021-10-23T00:00:00Z,Regular Season,2022,0.962,0.781,14,3,13750000
Doug McDermott,SAS,A,DEN,L,30:58,2,6,0.333,1,4,0.25,0,0,,0,3,3,1,0,0,2,0,5,-6,1.2,2021-10-22T00:00:00Z,Regular Season,2022,0.417,0.781,14,3,13750000
Doug McDermott,SAS,H,ORL,W,22:27,4,7,0.571,2,3,0.667,2,2,1.000,0,0,0,0,0,0,0,2,12,7,7.9,2021-10-20T00:00:00Z,Regular Season,2022,0.761,0.781,14,3,13750000
Vernon Carey,CHA,A,BKN,W,0:47,0,1,0,0,0,NA,0,0,,0,1,1,0,0,0,0,0,0,0,-0.4,2021-10-24T00:00:00Z,Regular Season,2022,0,0,0,1,NA
Ivica Zubac,LAC,H,POR,W,25:00,5,6,0.833,0,0,NA,0,0,,0,8,8,4,2,0,1,0,10,14,14,2021-10-25T00:00:00Z,Regular Season,2022,0.833,0.615,10,3,7518518
Ivica Zubac,LAC,H,MEM,L,19:18,3,7,0.429,0,0,NA,0,0,,4,4,8,3,0,0,0,2,6,-18,7.6,2021-10-23T00:00:00Z,Regular Season,2022,0.429,0.615,10,3,7518518
Ivica Zubac,LAC,A,GSW,L,17:12,4,7,0.571,0,0,NA,6,10,.600,1,2,3,2,0,0,0,2,14,-13,11,2021-10-21T00:00:00Z,Regular Season,2022,0.614,0.615,10,3,7518518
Khem Birch,TOR,H,CHI,L,18:30,5,7,0.714,0,0,NA,1,2,.500,0,2,2,1,0,0,0,0,11,0,9,2021-10-25T00:00:00Z,Regular Season,2022,0.698,0.637,6.5,4,6350000
Khem Birch,TOR,H,DAL,L,17:39,1,2,0.5,0,1,0,2,2,1.000,2,1,3,2,0,0,1,1,4,-14,4.7,2021-10-23T00:00:00Z,Regular Season,2022,0.694,0.637,6.5,4,6350000
Khem Birch,TOR,A,BOS,W,20:52,1,3,0.333,0,1,0,0,0,,4,2,6,0,2,0,1,1,2,12,4.3,2021-10-22T00:00:00Z,Regular Season,2022,0.333,0.637,6.5,4,6350000
Khem Birch,TOR,H,WAS,L,26:00,2,4,0.5,0,0,NA,5,6,.833,6,3,9,0,0,0,2,2,9,-8,8.9,2021-10-20T00:00:00Z,Regular Season,2022,0.678,0.637,6.5,4,6350000
Cody Martin,CHA,H,BOS,L,17:39,1,5,0.2,1,2,0.5,0,2,.000,2,1,3,0,0,1,1,3,3,-20,-0.7,2021-10-25T00:00:00Z,Regular Season,2022,0.255,0.593,8.8,4,1782621
Cody Martin,CHA,A,BKN,W,32:27,4,8,0.5,2,3,0.667,2,2,1.000,0,3,3,5,1,0,1,1,12,5,12,2021-10-24T00:00:00Z,Regular Season,2022,0.676,0.593,8.8,4,1782621
Cody Martin,CHA,A,CLE,W,21:37,4,8,0.5,0,2,0,2,2,1.000,2,6,8,2,2,0,1,2,10,14,10.8,2021-10-22T00:00:00Z,Regular Season,2022,0.563,0.593,8.8,4,1782621
Cody Martin,CHA,H,IND,W,23:38,4,5,0.8,0,1,0,2,2,1.000,2,4,6,0,1,1,0,1,10,-6,12,2021-10-20T00:00:00Z,Regular Season,2022,0.85,0.593,8.8,4,1782621
Jarrett Allen,CLE,A,DEN,W,36:38,10,11,0.909,0,0,NA,1,3,.333,5,11,16,2,0,0,0,1,21,5,24.3,2021-10-25T00:00:00Z,Regular Season,2022,0.852,0.821,17,4,20000000
Jarrett Allen,CLE,H,ATL,W,32:42,5,9,0.556,0,0,NA,1,2,.500,1,13,14,0,2,0,3,1,11,0,9.5,2021-10-23T00:00:00Z,Regular Season,2022,0.557,0.821,17,4,20000000
Jarrett Allen,CLE,H,CHA,L,26:37,5,6,0.833,0,0,NA,1,1,1.000,0,4,4,2,0,0,2,4,11,-6,7.8,2021-10-22T00:00:00Z,Regular Season,2022,0.854,0.821,17,4,20000000
Jarrett Allen,CLE,A,MEM,L,28:54,11,11,1,0,0,NA,3,4,.750,1,3,4,1,3,3,1,1,25,5,27.3,2021-10-20T00:00:00Z,Regular Season,2022,0.98,0.821,17,4,20000000
Torrey Craig,IND,H,MIL,L,6:28,0,0,NA,0,0,NA,0,0,,0,1,1,0,0,0,0,1,0,-5,-0.1,2021-10-25T00:00:00Z,Regular Season,2022,NA,0.322,1.8,4,4878049
Torrey Craig,IND,H,MIA,W,11:23,1,4,0.25,0,2,0,0,0,,2,0,2,1,1,0,0,0,2,-3,2.7,2021-10-23T00:00:00Z,Regular Season,2022,0.25,0.322,1.8,4,4878049
Torrey Craig,IND,A,WAS,L,11:42,0,2,0,0,2,0,0,0,,0,1,1,1,0,1,0,3,0,-5,-0.9,2021-10-22T00:00:00Z,Regular Season,2022,0,0.322,1.8,4,4878049
Torrey Craig,IND,A,CHA,L,27:48,1,4,0.25,1,4,0.25,2,2,1.000,3,5,8,3,0,1,1,4,5,-3,6.4,2021-10-20T00:00:00Z,Regular Season,2022,0.512,0.322,1.8,4,4878049
Marcus Smart,BOS,A,CHA,W,38:28,3,12,0.25,1,9,0.111,0,0,,0,4,4,5,3,1,2,1,7,13,5.8,2021-10-25T00:00:00Z,Regular Season,2022,0.292,0.371,7.5,4,14339285
Marcus Smart,BOS,A,HOU,W,35:41,3,8,0.375,1,5,0.2,1,1,1.000,0,6,6,5,3,0,1,4,8,12,9.3,2021-10-24T00:00:00Z,Regular Season,2022,0.474,0.371,7.5,4,14339285
Marcus Smart,BOS,H,TOR,L,29:00,0,6,0,0,4,0,0,0,,0,0,0,5,2,2,2,2,0,-12,-0.1,2021-10-22T00:00:00Z,Regular Season,2022,0,0.371,7.5,4,14339285
Marcus Smart,BOS,A,NYK,L,45:55,5,14,0.357,5,11,0.455,0,0,,0,8,8,6,2,0,4,3,15,1,10.6,2021-10-20T00:00:00Z,Regular Season,2022,0.536,0.371,7.5,4,14339285
Kevin Porter,HOU,H,BOS,L,36:36,5,12,0.417,3,7,0.429,2,4,.500,0,3,3,3,0,0,8,6,15,-8,0.4,2021-10-24T00:00:00Z,Regular Season,2022,0.545,0.527,15.3,3,2130240
Kevin Porter,HOU,H,OKC,W,30:56,8,17,0.471,4,8,0.5,0,0,,0,3,3,9,2,2,2,1,20,25,19.5,2021-10-22T00:00:00Z,Regular Season,2022,0.588,0.527,15.3,3,2130240
Kevin Porter,HOU,A,MIN,L,24:45,4,12,0.333,2,7,0.286,1,2,.500,1,2,3,3,1,0,9,3,11,-18,-2,2021-10-20T00:00:00Z,Regular Season,2022,0.427,0.527,15.3,3,2130240
Kevin Durant,BKN,H,WAS,W,34:44,9,17,0.529,1,2,0.5,6,9,.667,0,8,8,4,2,0,1,1,25,6,21.3,2021-10-25T00:00:00Z,Regular Season,2022,0.596,0.633,31,4,40918900
Kevin Durant,BKN,H,CHA,L,36:08,17,24,0.708,2,6,0.333,2,2,1.000,1,4,5,3,1,0,3,0,38,-10,30,2021-10-24T00:00:00Z,Regular Season,2022,0.764,0.633,31,4,40918900
Kevin Durant,BKN,A,PHI,W,36:54,9,20,0.45,1,6,0.167,10,10,1.000,3,12,15,12,1,1,2,1,29,11,32,2021-10-22T00:00:00Z,Regular Season,2022,0.594,0.633,31,4,40918900
Kevin Durant,BKN,A,MIL,L,30:15,13,25,0.52,3,7,0.429,3,6,.500,0,11,11,4,0,2,1,2,32,-20,24.2,2021-10-19T00:00:00Z,Regular Season,2022,0.579,0.633,31,4,40918900
Nick Richards,CHA,H,BOS,L,13:33,3,4,0.75,0,0,NA,1,1,1.000,1,2,3,0,0,3,1,1,7,-3,7.4,2021-10-25T00:00:00Z,Regular Season,2022,0.788,0.788,2.3,3,NA
Nick Richards,CHA,A,BKN,W,0:47,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,0,0,2021-10-24T00:00:00Z,Regular Season,2022,NA,0.788,2.3,3,NA
Nick Richards,CHA,A,CLE,W,1:10,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,-5,0,2021-10-22T00:00:00Z,Regular Season,2022,NA,0.788,2.3,3,NA
Scottie Barnes,TOR,H,CHI,L,39:01,6,8,0.75,0,1,0,1,2,.500,1,3,4,0,1,1,6,2,13,-10,5.9,2021-10-25T00:00:00Z,Regular Season,2022,0.732,0.597,16.8,4,7280520
Scottie Barnes,TOR,H,DAL,L,29:34,6,12,0.5,0,2,0,5,7,.714,4,4,8,2,0,0,0,5,17,7,13.6,2021-10-23T00:00:00Z,Regular Season,2022,0.564,0.597,16.8,4,7280520
Scottie Barnes,TOR,A,BOS,W,35:29,11,17,0.647,1,2,0.5,2,2,1.000,6,7,13,2,0,0,1,1,25,29,23.8,2021-10-22T00:00:00Z,Regular Season,2022,0.699,0.597,16.8,4,7280520
Scottie Barnes,TOR,H,WAS,L,32:32,5,13,0.385,0,1,0,2,3,.667,3,6,9,1,1,0,6,5,12,-11,2.1,2021-10-20T00:00:00Z,Regular Season,2022,0.419,0.597,16.8,4,7280520
Taj Gibson,NYK,H,ORL,L,11:51,0,1,0,0,0,NA,0,0,,1,3,4,1,0,0,1,0,0,-10,0.6,2021-10-24T00:00:00Z,Regular Season,2022,0,0,0,1,4910000
Justise Winslow,LAC,H,POR,W,21:25,3,9,0.333,0,1,0,0,0,,0,3,3,4,3,2,2,2,6,9,6.2,2021-10-25T00:00:00Z,Regular Season,2022,0.333,0.385,5,2,16902439
Justise Winslow,LAC,A,GSW,L,13:31,2,4,0.5,0,0,NA,0,0,,2,4,6,1,0,0,2,2,4,-1,2.5,2021-10-21T00:00:00Z,Regular Season,2022,0.5,0.385,5,2,16902439
Kevin Huerter,ATL,H,DET,W,27:20,5,8,0.625,2,3,0.667,2,2,1.000,0,1,1,4,1,0,1,2,14,12,12.7,2021-10-25T00:00:00Z,Regular Season,2022,0.788,0.464,8,3,4253357
Kevin Huerter,ATL,A,CLE,L,21:33,2,9,0.222,0,4,0,0,0,,0,1,1,2,1,0,1,2,4,10,-0.6,2021-10-23T00:00:00Z,Regular Season,2022,0.222,0.464,8,3,4253357
Kevin Huerter,ATL,H,DAL,W,21:40,3,8,0.375,0,3,0,0,0,,1,5,6,2,0,1,2,0,6,6,3.9,2021-10-21T00:00:00Z,Regular Season,2022,0.375,0.464,8,3,4253357
Quentin Grimes,NYK,A,ORL,W,4:34,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,0,0,0,3,-7,2,2021-10-22T00:00:00Z,Regular Season,2022,0.75,0.75,3,1,2168760
Robin Lopez,ORL,A,MIA,L,10:33,4,5,0.8,0,0,NA,3,5,.600,1,0,1,0,0,1,0,0,11,-4,9.7,2021-10-25T00:00:00Z,Regular Season,2022,0.764,0.709,5.5,4,5000000
Robin Lopez,ORL,A,NYK,W,14:40,0,0,NA,0,0,NA,2,2,1.000,0,4,4,1,0,0,0,0,2,4,3.9,2021-10-24T00:00:00Z,Regular Season,2022,1.136,0.709,5.5,4,5000000
Robin Lopez,ORL,H,NYK,L,13:10,2,3,0.667,0,0,NA,1,1,1.000,1,3,4,1,0,0,0,0,5,-19,6,2021-10-22T00:00:00Z,Regular Season,2022,0.727,0.709,5.5,4,5000000
Robin Lopez,ORL,A,SAS,L,13:09,2,4,0.5,0,0,NA,0,0,,3,0,3,0,0,0,2,2,4,-19,1.3,2021-10-20T00:00:00Z,Regular Season,2022,0.5,0.709,5.5,4,5000000
Malik Beasley,MIN,H,NOP,L,28:54,1,8,0.125,1,7,0.143,2,2,1.000,1,1,2,0,1,0,0,1,5,2,1.4,2021-10-25T00:00:00Z,Regular Season,2022,0.282,0.439,6.7,3,14391964
Malik Beasley,MIN,H,NOP,W,18:31,3,5,0.6,0,1,0,0,0,,0,3,3,2,0,0,1,0,6,-2,5,2021-10-23T00:00:00Z,Regular Season,2022,0.6,0.439,6.7,3,14391964
Malik Beasley,MIN,H,HOU,W,20:31,4,8,0.5,1,4,0.25,0,2,.000,0,1,1,4,2,2,0,1,9,6,10.3,2021-10-20T00:00:00Z,Regular Season,2022,0.507,0.439,6.7,3,14391964
Jeremy Lamb,IND,H,MIL,L,15:05,3,7,0.429,2,4,0.5,3,3,1.000,0,1,1,2,0,0,0,0,11,3,9,2021-10-25T00:00:00Z,Regular Season,2022,0.661,0.543,8.8,4,10500000
Jeremy Lamb,IND,H,MIA,W,17:44,4,6,0.667,4,5,0.8,0,0,,0,2,2,0,0,0,1,0,12,-1,9,2021-10-23T00:00:00Z,Regular Season,2022,1,0.543,8.8,4,10500000
Jeremy Lamb,IND,A,WAS,L,23:46,3,8,0.375,1,2,0.5,2,2,1.000,0,4,4,1,1,0,0,4,9,18,5.9,2021-10-22T00:00:00Z,Regular Season,2022,0.507,0.543,8.8,4,10500000
Jeremy Lamb,IND,A,CHA,L,24:14,1,9,0.111,1,6,0.167,0,0,,0,2,2,0,0,2,2,2,3,5,-3.7,2021-10-20T00:00:00Z,Regular Season,2022,0.167,0.543,8.8,4,10500000
James Johnson,BKN,H,WAS,W,6:48,1,1,1,0,0,NA,0,0,,0,0,0,0,0,0,0,0,2,15,1.7,2021-10-25T00:00:00Z,Regular Season,2022,1,0.218,0.8,4,2641691
James Johnson,BKN,H,CHA,L,5:10,0,1,0,0,1,0,0,0,,0,0,0,0,1,1,0,0,0,-2,1,2021-10-24T00:00:00Z,Regular Season,2022,0,0.218,0.8,4,2641691
James Johnson,BKN,A,PHI,W,3:26,0,2,0,0,0,NA,0,0,,1,1,2,0,0,0,0,1,0,0,-0.8,2021-10-22T00:00:00Z,Regular Season,2022,0,0.218,0.8,4,2641691
James Johnson,BKN,A,MIL,L,20:43,0,2,0,0,1,0,1,2,.500,0,0,0,2,0,1,0,3,1,-6,0.1,2021-10-19T00:00:00Z,Regular Season,2022,0.174,0.218,0.8,4,2641691
Troy Brown,CHI,A,TOR,W,16:44,5,9,0.556,1,4,0.25,0,0,,2,0,2,1,0,0,0,3,11,2,7.6,2021-10-25T00:00:00Z,Regular Season,2022,0.611,0.533,4.5,4,5170564
Troy Brown,CHI,H,DET,W,10:56,0,3,0,0,1,0,1,2,.500,0,0,0,0,1,0,0,1,1,5,-0.9,2021-10-23T00:00:00Z,Regular Season,2022,0.129,0.533,4.5,4,5170564
Troy Brown,CHI,H,NOP,W,16:01,2,4,0.5,2,2,1,0,0,,0,2,2,1,0,0,1,0,6,3,4.3,2021-10-22T00:00:00Z,Regular Season,2022,0.75,0.533,4.5,4,5170564
Troy Brown,CHI,A,DET,W,4:10,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,3,0,-6,-1.2,2021-10-20T00:00:00Z,Regular Season,2022,NA,0.533,4.5,4,5170564
Timothe Luwawu-Cabarrot,ATL,H,DET,W,3:11,0,3,0,0,1,0,0,0,,0,1,1,0,0,0,0,0,0,-5,-1.8,2021-10-25T00:00:00Z,Regular Season,2022,0,0,0,2,1939350
Timothe Luwawu-Cabarrot,ATL,H,DAL,W,3:32,0,1,0,0,1,0,0,0,,0,1,1,1,0,0,0,0,0,-1,0.3,2021-10-21T00:00:00Z,Regular Season,2022,0,0,0,2,1939350
Will Barton,DEN,H,CLE,L,31:29,5,9,0.556,1,4,0.25,1,2,.500,1,1,2,1,2,2,2,0,12,-12,10.4,2021-10-25T00:00:00Z,Regular Season,2022,0.607,0.597,14.7,3,15384615
Will Barton,DEN,H,SAS,W,31:38,5,13,0.385,2,4,0.5,0,0,,1,6,7,6,0,0,0,1,12,12,11.2,2021-10-22T00:00:00Z,Regular Season,2022,0.462,0.597,14.7,3,15384615
Will Barton,DEN,A,PHX,W,33:30,8,14,0.571,4,8,0.5,0,0,,0,6,6,5,1,0,0,2,20,20,18.9,2021-10-20T00:00:00Z,Regular Season,2022,0.714,0.597,14.7,3,15384615
Frank Ntilikina,DAL,A,ATL,L,4:11,0,2,0,0,1,0,0,0,,0,1,1,1,0,1,0,1,0,1,-0.1,2021-10-21T00:00:00Z,Regular Season,2022,0,0,0,1,1789256
Lou Williams,ATL,H,DET,W,17:16,3,6,0.5,1,2,0.5,2,2,1.000,0,2,2,2,1,1,1,0,9,12,8.7,2021-10-25T00:00:00Z,Regular Season,2022,0.654,0.654,9,1,5000000
Jayson Tatum,BOS,A,CHA,W,41:28,14,28,0.5,6,12,0.5,7,7,1.000,1,6,7,8,0,1,2,3,41,22,32.6,2021-10-25T00:00:00Z,Regular Season,2022,0.66,0.532,27.5,4,28103550
Jayson Tatum,BOS,A,HOU,W,36:55,12,24,0.5,4,11,0.364,3,4,.750,0,9,9,2,1,1,1,4,31,4,21.8,2021-10-24T00:00:00Z,Regular Season,2022,0.602,0.532,27.5,4,28103550
Jayson Tatum,BOS,H,TOR,L,30:20,8,14,0.571,2,4,0.5,0,1,.000,0,6,6,4,0,1,5,3,18,-12,10.1,2021-10-22T00:00:00Z,Regular Season,2022,0.623,0.532,27.5,4,28103550
Jayson Tatum,BOS,A,NYK,L,44:37,7,30,0.233,2,15,0.133,4,5,.800,4,7,11,4,1,1,3,2,20,-3,7,2021-10-20T00:00:00Z,Regular Season,2022,0.311,0.532,27.5,4,28103550
Deandre Ayton,PHX,A,POR,L,25:44,3,6,0.5,0,0,NA,2,4,.500,1,2,3,1,0,1,1,3,8,-23,4.7,2021-10-23T00:00:00Z,Regular Season,2022,0.515,0.541,10.3,3,12632950
Deandre Ayton,PHX,A,LAL,W,32:33,4,10,0.4,0,0,NA,0,0,,4,11,15,2,2,1,0,2,8,5,12,2021-10-22T00:00:00Z,Regular Season,2022,0.4,0.541,10.3,3,12632950
Deandre Ayton,PHX,H,DEN,L,32:36,6,10,0.6,1,3,0.333,2,2,1.000,2,4,6,2,1,0,2,2,15,-15,12.6,2021-10-20T00:00:00Z,Regular Season,2022,0.689,0.541,10.3,3,12632950
Isaiah Todd,WAS,A,BKN,L,4:30,1,2,0.5,1,2,0.5,1,2,.500,0,1,1,0,1,0,0,0,4,2,3.9,2021-10-25T00:00:00Z,Regular Season,2022,0.694,0.694,4,1,1500000
Aaron Nesmith,BOS,A,HOU,W,11:34,0,4,0,0,4,0,0,0,,1,1,2,1,1,0,1,3,0,-9,-2.3,2021-10-24T00:00:00Z,Regular Season,2022,0,0,0,3,3631200
Aaron Nesmith,BOS,H,TOR,L,3:59,0,2,0,0,2,0,0,0,,0,0,0,1,0,0,0,0,0,-12,-0.7,2021-10-22T00:00:00Z,Regular Season,2022,0,0,0,3,3631200
Aaron Nesmith,BOS,A,NYK,L,11:19,0,4,0,0,3,0,0,0,,1,1,2,1,0,0,0,2,0,-14,-1.9,2021-10-20T00:00:00Z,Regular Season,2022,0,0,0,3,3631200
Josh Christopher,HOU,H,BOS,L,0:32,1,1,1,0,0,NA,0,0,,0,0,0,0,0,0,1,0,2,2,0.7,2021-10-24T00:00:00Z,Regular Season,2022,1,0.571,3,3,2259240
Josh Christopher,HOU,H,OKC,W,5:49,1,3,0.333,0,1,0,0,0,,0,2,2,0,1,0,1,1,2,4,0.5,2021-10-22T00:00:00Z,Regular Season,2022,0.333,0.571,3,3,2259240
Josh Christopher,HOU,A,MIN,L,8:22,1,3,0.333,1,1,1,2,2,1.000,1,0,1,1,2,0,1,0,5,17,5.7,2021-10-20T00:00:00Z,Regular Season,2022,0.644,0.571,3,3,2259240
Gary Harris,ORL,A,MIA,L,18:56,1,3,0.333,0,1,0,0,0,,0,0,0,2,0,0,1,2,2,-3,-0.1,2021-10-25T00:00:00Z,Regular Season,2022,0.333,0.333,2,1,20482143
Jaxson Hayes,NOP,A,MIN,W,8:22,2,2,1,0,0,NA,0,2,.000,2,2,4,0,0,1,2,3,4,10,2.1,2021-10-25T00:00:00Z,Regular Season,2022,0.694,0.601,5,4,5348280
Jaxson Hayes,NOP,A,MIN,L,11:42,1,3,0.333,0,0,NA,1,2,.500,0,2,2,0,1,1,1,2,3,-1,1.4,2021-10-23T00:00:00Z,Regular Season,2022,0.387,0.601,5,4,5348280
Jaxson Hayes,NOP,A,CHI,L,14:48,3,5,0.6,1,1,1,2,2,1.000,0,2,2,0,0,1,0,2,9,-19,7.2,2021-10-22T00:00:00Z,Regular Season,2022,0.765,0.601,5,4,5348280
Jaxson Hayes,NOP,H,PHI,L,18:25,2,4,0.5,0,0,NA,0,0,,4,2,6,0,1,0,1,1,4,1,5,2021-10-20T00:00:00Z,Regular Season,2022,0.5,0.601,5,4,5348280
JaMychal Green,DEN,H,CLE,L,10:18,1,4,0.25,0,3,0,0,0,,0,1,1,0,0,0,2,3,2,-5,-3.3,2021-10-25T00:00:00Z,Regular Season,2022,0.25,0.538,4.7,3,8292683
JaMychal Green,DEN,H,SAS,W,14:05,4,5,0.8,2,3,0.667,0,0,,0,2,2,1,3,0,4,3,10,-6,7.2,2021-10-22T00:00:00Z,Regular Season,2022,1,0.538,4.7,3,8292683
JaMychal Green,DEN,A,PHX,W,13:17,1,4,0.25,0,2,0,0,0,,0,2,2,0,1,0,2,3,2,-16,-2,2021-10-20T00:00:00Z,Regular Season,2022,0.25,0.538,4.7,3,8292683
