player,team,location,opponent,outcome,mp,fgm,fga,fgpercent,threepfgmade,threepattempted,threepointpercent,ft,fta,ftpercent,oreb,dreb,trb,ast,stl,blk,tov,pf,pts,plusminus,gmsc,date,type,season,game_ts_percent,season_ts_percent,season_avg_ppg,games_played,salary
Enes Kanter,BOS,H,TOR,L,5:17,1,2,0.5,0,0,NA,0,0,,1,0,1,0,0,0,0,0,2,-15,1.7,2021-10-22T00:00:00Z,Regular Season,2022,0.5,0.5,2,1,2641691
Raul Neto,WAS,A,BKN,L,16:11,1,5,0.2,0,1,0,0,0,,0,1,1,1,1,0,0,2,2,-4,0.1,2021-10-25T00:00:00Z,Regular Season,2022,0.2,0.553,9.3,3,2089448
Raul Neto,WAS,H,IND,W,29:29,7,11,0.636,1,3,0.333,3,3,1.000,0,3,3,3,2,1,1,1,18,-6,17.4,2021-10-22T00:00:00Z,Regular Season,2022,0.731,0.553,9.3,3,2089448
Raul Neto,WAS,A,TOR,W,22:56,4,8,0.5,0,1,0,0,0,,0,3,3,2,4,0,3,1,8,14,6.9,2021-10-20T00:00:00Z,Regular Season,2022,0.5,0.553,9.3,3,2089448
Malik Fitts,UTA,H,OKC,W,1:35,0,0,NA,0,0,NA,0,0,,0,1,1,0,0,0,0,0,0,0,0.3,2021-10-20T00:00:00Z,Regular Season,2022,NA,NA,0,1,NA
Patty Mills,BKN,H,WAS,W,23:00,8,14,0.571,5,9,0.556,0,0,,0,2,2,3,1,0,2,3,21,13,14.9,2021-10-25T00:00:00Z,Regular Season,2022,0.75,0.725,14.5,4,5890000
Patty Mills,BKN,H,CHA,L,31:54,2,10,0.2,1,6,0.167,0,0,,0,4,4,2,0,0,0,0,5,-11,1.4,2021-10-24T00:00:00Z,Regular Season,2022,0.25,0.725,14.5,4,5890000
Patty Mills,BKN,A,PHI,W,30:08,4,5,0.8,3,3,1,0,0,,0,2,2,2,1,0,0,3,11,21,10.9,2021-10-22T00:00:00Z,Regular Season,2022,1.1,0.725,14.5,4,5890000
Patty Mills,BKN,A,MIL,L,29:22,7,11,0.636,7,7,1,0,0,,0,2,2,2,1,1,0,1,21,7,19.4,2021-10-19T00:00:00Z,Regular Season,2022,0.955,0.725,14.5,4,5890000
Corey Kispert,WAS,A,BKN,L,4:30,1,1,1,0,0,NA,0,0,,1,0,1,0,0,1,0,0,2,2,3.1,2021-10-25T00:00:00Z,Regular Season,2022,1,0.667,2,2,3383640
Corey Kispert,WAS,H,IND,W,10:01,1,2,0.5,0,1,0,0,0,,0,1,1,1,1,0,1,2,2,8,1.2,2021-10-22T00:00:00Z,Regular Season,2022,0.5,0.667,2,2,3383640
Daniel Gafford,WAS,A,BKN,L,22:42,4,8,0.5,0,0,NA,5,5,1.000,4,1,5,0,0,1,1,3,13,8,10.6,2021-10-25T00:00:00Z,Regular Season,2022,0.637,0.743,9.7,3,1782621
Daniel Gafford,WAS,H,IND,W,18:12,4,5,0.8,0,0,NA,0,0,,1,1,2,1,0,2,1,4,8,-8,6.6,2021-10-22T00:00:00Z,Regular Season,2022,0.8,0.743,9.7,3,1782621
Daniel Gafford,WAS,A,TOR,W,22:06,3,3,1,0,0,NA,2,3,.667,1,4,5,0,2,4,1,1,8,11,12,2021-10-20T00:00:00Z,Regular Season,2022,0.926,0.743,9.7,3,1782621
Anthony Davis,LAL,H,MEM,W,33:42,8,15,0.533,1,3,0.333,5,7,.714,3,5,8,2,0,4,3,1,22,-5,18.3,2021-10-24T00:00:00Z,Regular Season,2022,0.608,0.55,25.7,3,35361360
Anthony Davis,LAL,H,PHX,L,38:09,6,18,0.333,0,1,0,10,11,.909,5,9,14,3,1,2,2,3,22,-6,18.9,2021-10-22T00:00:00Z,Regular Season,2022,0.482,0.55,25.7,3,35361360
Anthony Davis,LAL,H,GSW,L,38:55,15,26,0.577,1,5,0.2,2,7,.286,2,9,11,2,1,2,0,0,33,-2,26.7,2021-10-19T00:00:00Z,Regular Season,2022,0.567,0.55,25.7,3,35361360
LaMarcus Aldridge,BKN,H,CHA,L,21:50,4,7,0.571,0,0,NA,1,1,1.000,3,5,8,0,1,2,2,2,9,5,8.9,2021-10-24T00:00:00Z,Regular Season,2022,0.605,0.673,11,3,2641691
LaMarcus Aldridge,BKN,A,PHI,W,22:41,10,12,0.833,0,1,0,3,3,1.000,2,3,5,0,0,2,0,3,23,21,21.1,2021-10-22T00:00:00Z,Regular Season,2022,0.863,0.673,11,3,2641691
LaMarcus Aldridge,BKN,A,MIL,L,15:42,0,2,0,0,0,NA,1,4,.250,0,3,3,1,0,1,1,2,1,2,-1.1,2021-10-19T00:00:00Z,Regular Season,2022,0.133,0.673,11,3,2641691
Alize Johnson,CHI,A,TOR,W,13:34,3,3,1,0,0,NA,0,0,,1,1,2,1,0,0,0,2,6,-9,6,2021-10-25T00:00:00Z,Regular Season,2022,1,0.751,3.5,4,1729217
Alize Johnson,CHI,H,DET,W,5:31,0,0,NA,0,0,NA,0,0,,0,0,0,0,1,0,0,1,0,0,0.6,2021-10-23T00:00:00Z,Regular Season,2022,NA,0.751,3.5,4,1729217
Alize Johnson,CHI,H,NOP,W,14:14,3,3,1,0,0,NA,2,3,.667,2,6,8,2,0,0,1,1,8,10,9.9,2021-10-22T00:00:00Z,Regular Season,2022,0.926,0.751,3.5,4,1729217
Alize Johnson,CHI,A,DET,W,11:54,0,2,0,0,0,NA,0,0,,1,3,4,0,0,0,2,3,0,-7,-3,2021-10-20T00:00:00Z,Regular Season,2022,0,0.751,3.5,4,1729217
Larry Nance,POR,A,LAC,L,18:21,2,6,0.333,1,3,0.333,0,0,,1,3,4,0,0,0,3,3,5,-23,-1,2021-10-25T00:00:00Z,Regular Season,2022,0.417,0.625,5,3,10690909
Larry Nance,POR,H,PHX,W,21:44,3,3,1,2,2,1,0,0,,0,2,2,0,2,1,0,0,8,15,10.4,2021-10-23T00:00:00Z,Regular Season,2022,1.333,0.625,5,3,10690909
Larry Nance,POR,H,SAC,L,17:09,1,3,0.333,0,1,0,0,0,,0,3,3,2,0,0,1,4,2,4,0,2021-10-20T00:00:00Z,Regular Season,2022,0.333,0.625,5,3,10690909
Tre Mann,OKC,H,PHI,L,9:52,1,5,0.2,0,2,0,0,0,,1,0,1,0,0,0,0,1,2,-4,-0.8,2021-10-24T00:00:00Z,Regular Season,2022,0.2,0.531,6.3,3,2901240
Tre Mann,OKC,A,HOU,L,13:02,3,5,0.6,2,3,0.667,0,2,.000,0,0,0,0,0,0,0,2,8,-11,4.1,2021-10-22T00:00:00Z,Regular Season,2022,0.68,0.531,6.3,3,2901240
Tre Mann,OKC,A,UTA,L,14:55,4,7,0.571,1,2,0.5,0,0,,0,0,0,1,1,1,1,0,9,-4,7.1,2021-10-20T00:00:00Z,Regular Season,2022,0.643,0.531,6.3,3,2901240
Furkan Korkmaz,PHI,A,OKC,W,16:57,3,9,0.333,1,5,0.2,2,2,1.000,0,1,1,3,0,0,1,0,9,7,5.3,2021-10-24T00:00:00Z,Regular Season,2022,0.455,0.662,13.7,3,4629630
Furkan Korkmaz,PHI,H,BKN,L,20:17,3,7,0.429,1,4,0.25,3,3,1.000,0,2,2,2,0,0,1,0,10,4,7.3,2021-10-22T00:00:00Z,Regular Season,2022,0.601,0.662,13.7,3,4629630
Furkan Korkmaz,PHI,A,NOP,W,20:08,7,11,0.636,4,4,1,4,4,1.000,0,0,0,5,1,0,1,0,22,22,20.6,2021-10-20T00:00:00Z,Regular Season,2022,0.862,0.662,13.7,3,4629630
Andre Iguodala,GSW,H,LAC,W,23:36,2,2,1,0,0,NA,0,0,,0,6,6,3,1,1,1,0,4,13,8,2021-10-21T00:00:00Z,Regular Season,2022,1,0.81,8,2,2641691
Andre Iguodala,GSW,A,LAL,W,22:58,4,7,0.571,2,5,0.4,2,2,1.000,0,1,1,2,0,1,0,1,12,8,10.7,2021-10-19T00:00:00Z,Regular Season,2022,0.761,0.81,8,2,2641691
Lamar Stevens,CLE,A,DEN,W,1:38,0,1,0,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,-4,-0.7,2021-10-25T00:00:00Z,Regular Season,2022,0,0,0,2,1517981
Lamar Stevens,CLE,H,CHA,L,1:52,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,3,-0.7,2021-10-22T00:00:00Z,Regular Season,2022,0,0,0,2,1517981
Tre Jones,SAS,H,MIL,L,4:42,1,2,0.5,0,0,NA,0,0,,0,0,0,0,0,0,0,0,2,-2,1,2021-10-23T00:00:00Z,Regular Season,2022,0.5,0.6,2,3,1517981
Tre Jones,SAS,A,DEN,L,1:13,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,1,0,0,2,-1,2021-10-22T00:00:00Z,Regular Season,2022,NA,0.6,2,3,1517981
Tre Jones,SAS,H,ORL,W,8:00,2,3,0.667,0,0,NA,0,0,,0,0,0,1,0,0,0,0,4,0,3.4,2021-10-20T00:00:00Z,Regular Season,2022,0.667,0.6,2,3,1517981
Xavier Tillman,MEM,A,LAL,L,21:54,3,7,0.429,0,3,0,1,2,.500,3,4,7,1,3,0,0,0,7,-22,9.9,2021-10-24T00:00:00Z,Regular Season,2022,0.444,0.444,7,1,NA
Theo Maledon,OKC,H,PHI,L,13:05,0,2,0,0,2,0,0,0,,0,2,2,0,0,0,1,1,0,-16,-2.2,2021-10-24T00:00:00Z,Regular Season,2022,0,0.414,3,3,2000000
Theo Maledon,OKC,A,HOU,L,14:39,2,2,1,1,1,1,0,0,,0,0,0,3,1,0,3,2,5,0,3.7,2021-10-22T00:00:00Z,Regular Season,2022,1.25,0.414,3,3,2000000
Theo Maledon,OKC,A,UTA,L,21:10,1,6,0.167,0,3,0,2,2,1.000,0,2,2,3,0,0,2,1,4,-3,0.5,2021-10-20T00:00:00Z,Regular Season,2022,0.291,0.414,3,3,2000000
Jonas Valanciunas,NOP,A,MIN,W,39:19,7,18,0.389,0,0,NA,8,8,1.000,9,14,23,3,0,2,1,5,22,-1,23.2,2021-10-25T00:00:00Z,Regular Season,2022,0.511,0.516,17.3,4,14000000
Jonas Valanciunas,NOP,A,MIN,L,35:54,6,10,0.6,0,0,NA,8,8,1.000,3,14,17,2,3,1,1,5,20,-6,23.8,2021-10-23T00:00:00Z,Regular Season,2022,0.74,0.516,17.3,4,14000000
Jonas Valanciunas,NOP,A,CHI,L,33:12,8,11,0.727,0,0,NA,2,2,1.000,1,7,8,3,0,1,0,2,18,3,18.3,2021-10-22T00:00:00Z,Regular Season,2022,0.758,0.516,17.3,4,14000000
Jonas Valanciunas,NOP,H,PHI,L,29:35,3,19,0.158,1,3,0.333,2,2,1.000,5,7,12,3,0,1,1,4,9,-21,2.7,2021-10-20T00:00:00Z,Regular Season,2022,0.226,0.516,17.3,4,14000000
Terence Davis,SAC,H,GSW,L,12:25,0,2,0,0,2,0,0,0,,0,2,2,1,0,0,0,1,0,3,-0.5,2021-10-24T00:00:00Z,Regular Season,2022,0,0.3,4,3,4000000
Terence Davis,SAC,H,UTA,L,19:31,3,8,0.375,0,4,0,0,0,,1,2,3,0,1,0,1,5,6,-4,0.9,2021-10-22T00:00:00Z,Regular Season,2022,0.375,0.3,4,3,4000000
Terence Davis,SAC,A,POR,W,13:07,2,10,0.2,2,8,0.25,0,0,,0,0,0,3,1,0,1,3,6,-7,0.7,2021-10-20T00:00:00Z,Regular Season,2022,0.3,0.3,4,3,4000000
Saddiq Bey,DET,A,ATL,L,33:16,8,16,0.5,3,8,0.375,2,2,1.000,2,5,7,3,2,0,2,1,21,-9,17.6,2021-10-25T00:00:00Z,Regular Season,2022,0.622,0.539,18,3,2824320
Saddiq Bey,DET,A,CHI,L,34:13,8,16,0.5,1,5,0.2,3,3,1.000,2,14,16,1,1,1,4,1,20,-6,15.6,2021-10-23T00:00:00Z,Regular Season,2022,0.577,0.539,18,3,2824320
Saddiq Bey,DET,H,CHI,L,32:32,6,15,0.4,0,4,0,1,2,.500,2,7,9,4,0,0,1,4,13,-6,8.2,2021-10-20T00:00:00Z,Regular Season,2022,0.409,0.539,18,3,2824320
Russell Westbrook,LAL,H,MEM,W,36:46,5,15,0.333,1,4,0.25,2,4,.500,1,6,7,13,4,0,9,3,13,-8,9.1,2021-10-24T00:00:00Z,Regular Season,2022,0.388,0.373,12,3,44211146
Russell Westbrook,LAL,H,PHX,L,34:35,6,15,0.4,0,3,0,3,8,.375,2,9,11,9,2,1,4,5,15,4,12,2021-10-22T00:00:00Z,Regular Season,2022,0.405,0.373,12,3,44211146
Russell Westbrook,LAL,H,GSW,L,35:08,4,13,0.308,0,4,0,0,0,,1,4,5,4,0,0,4,4,8,-23,-0.4,2021-10-19T00:00:00Z,Regular Season,2022,0.308,0.373,12,3,44211146
Alex Caruso,CHI,A,TOR,W,27:43,2,4,0.5,1,1,1,3,3,1.000,1,1,2,2,4,0,4,4,8,-7,6.8,2021-10-25T00:00:00Z,Regular Season,2022,0.752,0.668,8,4,8604651
Alex Caruso,CHI,H,DET,W,26:31,3,4,0.75,2,2,1,4,4,1.000,0,0,0,4,5,1,2,1,12,9,16.5,2021-10-23T00:00:00Z,Regular Season,2022,1.042,0.668,8,4,8604651
Alex Caruso,CHI,H,NOP,W,28:49,4,7,0.571,0,0,NA,1,2,.500,1,2,3,3,0,0,0,0,9,22,8.7,2021-10-22T00:00:00Z,Regular Season,2022,0.571,0.668,8,4,8604651
Alex Caruso,CHI,A,DET,W,27:08,1,5,0.2,1,3,0.333,0,0,,0,3,3,3,4,2,2,5,3,-11,4.3,2021-10-20T00:00:00Z,Regular Season,2022,0.3,0.668,8,4,8604651
Joshua Primo,SAS,H,MIL,L,0:48,1,1,1,0,0,NA,0,0,,1,0,1,0,0,0,0,0,2,2,2.4,2021-10-23T00:00:00Z,Regular Season,2022,1,1.25,2.5,2,3946800
Joshua Primo,SAS,H,ORL,W,4:54,1,1,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,3,1,2.7,2021-10-20T00:00:00Z,Regular Season,2022,1.5,1.25,2.5,2,3946800
Mason Plumlee,CHA,H,BOS,L,36:48,5,9,0.556,0,0,NA,2,6,.333,3,8,11,3,1,2,0,1,12,-7,14.7,2021-10-25T00:00:00Z,Regular Season,2022,0.515,0.506,8,4,8137500
Mason Plumlee,CHA,A,BKN,W,28:00,2,2,1,0,0,NA,1,4,.250,0,5,5,2,3,2,1,1,5,-3,9.1,2021-10-24T00:00:00Z,Regular Season,2022,0.665,0.506,8,4,8137500
Mason Plumlee,CHA,A,CLE,W,22:09,3,4,0.75,0,0,NA,1,2,.500,2,12,14,1,1,0,3,2,7,5,7.9,2021-10-22T00:00:00Z,Regular Season,2022,0.717,0.506,8,4,8137500
Mason Plumlee,CHA,H,IND,W,32:27,4,10,0.4,0,0,NA,0,3,.000,4,6,10,5,0,1,0,3,8,4,9,2021-10-20T00:00:00Z,Regular Season,2022,0.353,0.506,8,4,8137500
DeMar DeRozan,CHI,A,TOR,W,35:49,7,19,0.368,2,4,0.5,10,10,1.000,0,4,4,6,0,0,1,2,26,7,19.1,2021-10-25T00:00:00Z,Regular Season,2022,0.556,0.516,22.5,4,26984127
DeMar DeRozan,CHI,H,DET,W,33:53,7,18,0.389,0,1,0,7,9,.778,1,5,6,6,0,2,2,2,21,19,15.4,2021-10-23T00:00:00Z,Regular Season,2022,0.478,0.516,22.5,4,26984127
DeMar DeRozan,CHI,H,NOP,W,31:36,9,20,0.45,0,2,0,8,9,.889,2,4,6,4,0,0,1,2,26,15,18.8,2021-10-22T00:00:00Z,Regular Season,2022,0.543,0.516,22.5,4,26984127
DeMar DeRozan,CHI,A,DET,W,37:46,8,17,0.471,1,1,1,0,2,.000,0,7,7,2,3,0,2,2,17,5,11.2,2021-10-20T00:00:00Z,Regular Season,2022,0.475,0.516,22.5,4,26984127
Dejounte Murray,SAS,H,MIL,L,34:25,5,14,0.357,0,2,0,0,0,,0,9,9,7,1,0,0,2,10,-10,10,2021-10-23T00:00:00Z,Regular Season,2022,0.357,0.397,13.3,3,15428571
Dejounte Murray,SAS,A,DEN,L,34:53,7,18,0.389,1,4,0.25,0,0,,1,8,9,6,2,0,4,4,15,2,8.9,2021-10-22T00:00:00Z,Regular Season,2022,0.417,0.397,13.3,3,15428571
Dejounte Murray,SAS,H,ORL,W,30:53,6,17,0.353,0,4,0,3,3,1.000,0,6,6,8,4,0,3,3,15,13,12.7,2021-10-20T00:00:00Z,Regular Season,2022,0.409,0.397,13.3,3,15428571
Dean Wade,CLE,A,DEN,W,1:38,0,0,NA,0,0,NA,0,0,,0,1,1,0,0,0,0,0,0,-4,0.3,2021-10-25T00:00:00Z,Regular Season,2022,NA,0.5,1.5,2,1782621
Dean Wade,CLE,H,CHA,L,5:00,1,3,0.333,1,3,0.333,0,0,,0,1,1,0,1,0,0,0,3,1,2.6,2021-10-22T00:00:00Z,Regular Season,2022,0.5,0.5,1.5,2,1782621
Lonzo Ball,CHI,A,TOR,W,38:03,5,11,0.455,5,9,0.556,0,0,,0,3,3,5,2,1,4,0,15,9,12.4,2021-10-25T00:00:00Z,Regular Season,2022,0.682,0.608,14.3,4,19767442
Lonzo Ball,CHI,H,DET,W,37:45,5,12,0.417,3,7,0.429,0,0,,0,4,4,1,3,4,2,3,13,11,11.1,2021-10-23T00:00:00Z,Regular Season,2022,0.542,0.608,14.3,4,19767442
Lonzo Ball,CHI,H,NOP,W,35:08,6,11,0.545,3,8,0.375,2,2,1.000,2,8,10,10,3,1,0,2,17,13,25.4,2021-10-22T00:00:00Z,Regular Season,2022,0.715,0.608,14.3,4,19767442
Lonzo Ball,CHI,A,DET,W,33:22,5,12,0.417,2,6,0.333,0,0,,3,3,6,4,0,1,4,0,12,17,8.1,2021-10-20T00:00:00Z,Regular Season,2022,0.5,0.608,14.3,4,19767442
Naji Marshall,NOP,A,MIN,W,10:41,1,1,1,0,0,NA,1,2,.500,0,3,3,1,0,0,1,0,3,7,2.9,2021-10-25T00:00:00Z,Regular Season,2022,0.798,0.354,1.8,4,1517981
Naji Marshall,NOP,A,MIN,L,4:07,0,1,0,0,1,0,0,0,,1,0,1,1,0,0,3,2,0,-11,-3.1,2021-10-23T00:00:00Z,Regular Season,2022,0,0.354,1.8,4,1517981
Naji Marshall,NOP,A,CHI,L,13:17,1,5,0.2,0,0,NA,0,0,,2,5,7,1,1,0,2,1,2,-7,1.1,2021-10-22T00:00:00Z,Regular Season,2022,0.2,0.354,1.8,4,1517981
Naji Marshall,NOP,H,PHI,L,20:10,1,2,0.5,0,1,0,0,0,,0,4,4,2,0,2,1,3,2,12,2.8,2021-10-20T00:00:00Z,Regular Season,2022,0.5,0.354,1.8,4,1517981
Kevin Love,CLE,A,DEN,W,20:55,8,13,0.615,1,4,0.25,5,5,1.000,1,5,6,0,0,0,1,0,22,5,17.3,2021-10-25T00:00:00Z,Regular Season,2022,0.724,0.542,11,4,31300000
Kevin Love,CLE,H,ATL,W,23:45,3,7,0.429,1,3,0.333,5,6,.833,2,4,6,3,0,0,0,0,12,11,12.6,2021-10-23T00:00:00Z,Regular Season,2022,0.622,0.542,11,4,31300000
Kevin Love,CLE,H,CHA,L,23:40,2,8,0.25,0,3,0,2,2,1.000,1,10,11,4,1,1,1,1,6,-10,8,2021-10-22T00:00:00Z,Regular Season,2022,0.338,0.542,11,4,31300000
Kevin Love,CLE,A,MEM,L,17:27,1,6,0.167,0,2,0,2,2,1.000,1,2,3,4,0,0,1,1,4,-3,2.9,2021-10-20T00:00:00Z,Regular Season,2022,0.291,0.542,11,4,31300000
Jevon Carter,BKN,H,WAS,W,13:50,0,2,0,0,0,NA,0,0,,0,3,3,1,0,0,0,2,0,-2,-0.6,2021-10-25T00:00:00Z,Regular Season,2022,0,0.214,1.5,4,3833333
Jevon Carter,BKN,H,CHA,L,25:45,1,7,0.143,1,5,0.2,0,0,,0,2,2,1,2,1,0,3,3,-20,1.3,2021-10-24T00:00:00Z,Regular Season,2022,0.214,0.214,1.5,4,3833333
Jevon Carter,BKN,A,PHI,W,23:03,1,2,0.5,1,2,0.5,0,0,,1,0,1,2,0,1,0,2,3,9,4,2021-10-22T00:00:00Z,Regular Season,2022,0.75,0.214,1.5,4,3833333
Jevon Carter,BKN,A,MIL,L,18:57,0,3,0,0,2,0,0,0,,0,2,2,0,0,0,1,1,0,-29,-2.9,2021-10-19T00:00:00Z,Regular Season,2022,0,0.214,1.5,4,3833333
Justin Champagnie,TOR,A,BOS,W,2:54,0,0,NA,0,0,NA,0,0,,0,1,1,0,0,0,0,0,0,7,0.3,2021-10-22T00:00:00Z,Regular Season,2022,NA,NA,0,1,NA
Bojan Bogdanovic,UTA,A,SAC,W,33:39,5,11,0.455,2,5,0.4,1,2,.500,0,5,5,1,1,0,3,1,13,12,6.7,2021-10-22T00:00:00Z,Regular Season,2022,0.547,0.606,17.5,2,18700000
Bojan Bogdanovic,UTA,H,OKC,W,28:12,10,17,0.588,2,6,0.333,0,0,,2,2,4,2,1,0,1,1,22,17,17.1,2021-10-20T00:00:00Z,Regular Season,2022,0.647,0.606,17.5,2,18700000
Julius Randle,NYK,H,ORL,L,38:29,8,24,0.333,2,10,0.2,12,14,.857,5,11,16,3,2,4,2,4,30,-1,25.7,2021-10-24T00:00:00Z,Regular Season,2022,0.497,0.554,28.7,3,19800000
Julius Randle,NYK,A,ORL,W,30:07,9,16,0.563,2,6,0.333,1,2,.500,0,10,10,7,2,0,4,3,21,24,17.7,2021-10-22T00:00:00Z,Regular Season,2022,0.622,0.554,28.7,3,19800000
Julius Randle,NYK,H,BOS,W,46:00,12,27,0.444,3,8,0.375,8,8,1.000,0,8,8,9,0,3,7,4,35,10,23.1,2021-10-20T00:00:00Z,Regular Season,2022,0.573,0.554,28.7,3,19800000
Amir Coffey,LAC,H,POR,W,12:00,1,3,0.333,1,3,0.333,2,2,1.000,0,0,0,1,0,0,0,1,5,0,3.6,2021-10-25T00:00:00Z,Regular Season,2022,0.644,0.551,5,2,NA
Amir Coffey,LAC,A,GSW,L,14:42,0,3,0,0,2,0,5,5,1.000,0,1,1,0,1,0,0,2,5,14,3.4,2021-10-21T00:00:00Z,Regular Season,2022,0.481,0.551,5,2,NA
